data,cd,grupo,indicador,valor
2025-10-07,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9206
2025-10-08,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9096
2025-10-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9607
2025-10-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9654
2025-10-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8164
2025-10-14,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7079
2025-10-15,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8218
2025-10-16,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8064
2025-10-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9681
2025-10-20,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9491
2025-10-21,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.905
2025-10-22,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9195
2025-10-23,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9142
2025-10-24,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.921
2025-10-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8605
2025-10-28,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8962
2025-10-29,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.816
2025-10-30,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7764
2025-10-31,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9089
2025-11-03,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8845
2025-11-04,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8576
2025-11-05,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7965
2025-11-06,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7719
2025-11-07,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8752
2025-11-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7616
2025-11-11,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.6681
2025-11-12,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7384
2025-11-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8347
2025-11-14,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8377
2025-11-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.5587
2025-11-18,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.4291
2025-11-19,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.598
2025-11-21,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7942
2025-11-24,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.6791
2025-11-25,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7233
2025-11-26,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7333
2025-11-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.6408
2025-11-28,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7855
2025-12-01,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.6887
2025-12-02,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.6014
2025-12-03,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7923
2025-12-04,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8013
2025-12-05,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9567
2025-12-08,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8894
2025-12-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8863
2025-12-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8566
2025-12-11,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7607
2025-12-12,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8807
2025-12-15,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.827
2025-12-16,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8657
2025-12-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8634
2025-12-18,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8581
2025-12-19,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9071
2025-12-22,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8417
2025-12-23,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9922
2025-12-29,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9666
2026-01-05,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9364
2026-01-06,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9638
2026-01-07,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9423
2026-01-08,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9403
2026-01-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9354
2026-01-12,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9078
2026-01-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9353
2026-01-14,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9095
2026-01-15,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.865
2026-01-16,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9208
2026-01-19,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9268
2026-01-20,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8511
2026-01-21,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8654
2026-01-22,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8366
2026-01-26,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8677
2026-01-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8818
2026-01-28,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8997
2026-01-29,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9051
2026-01-30,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9443
2026-02-02,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9379
2026-02-03,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8562
2026-02-04,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8598
2026-02-05,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8234
2026-02-06,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9424
2026-02-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8517
2026-02-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9279
2026-02-11,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9195
2026-02-12,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8942
2026-02-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.829
2026-02-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9698
2026-02-18,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9631
2026-02-19,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9458
2026-02-20,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9293
2026-02-23,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9085
2026-02-24,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.923
2026-02-25,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9654
2026-02-26,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.953
2026-02-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.939
2026-03-02,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8894
2026-03-03,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9454
2026-03-04,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9161
2026-03-05,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8991
2026-03-06,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9092
2026-03-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8679
2026-03-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8757
2026-03-11,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8527
2026-03-12,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7751
2026-03-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9341
2026-03-16,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8354
2026-03-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7481
2026-03-18,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.7829
2026-03-19,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8286
2026-03-20,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.923
2026-03-23,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.836
2026-03-24,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8786
2026-03-25,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9037
2026-03-26,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8357
2026-03-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9598
2026-03-30,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9342
2026-03-31,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9337
2026-04-01,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9564
2026-04-02,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9662
2026-04-06,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.93
2026-04-07,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9282
2026-04-08,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9607
2026-04-09,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8736
2026-04-10,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9586
2026-04-13,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9205
2026-04-14,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9378
2026-04-15,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.8705
2026-04-16,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9186
2026-04-17,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9414
2026-04-20,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9566
2026-04-22,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9891
2026-04-23,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9616
2026-04-24,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9663
2026-04-27,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9817
2026-04-28,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9753
2026-04-29,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9831
2026-04-30,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),0.9751
2025-06-02,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-03,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-04,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-05,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-06,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-07,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.0
2025-06-09,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-10,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-11,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-12,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-13,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-16,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-17,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-18,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-20,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-23,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-24,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-25,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-26,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-27,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-06-30,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-01,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-02,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-03,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-04,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-07,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-08,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-10,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-11,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-14,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-15,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-16,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-17,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-18,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-21,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-22,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-23,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-24,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-25,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-28,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-29,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-30,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-07-31,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-01,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-04,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-05,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-06,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-07,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-08,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-11,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-12,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-13,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-14,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-15,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-18,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-19,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-21,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-22,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-25,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-26,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-27,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-28,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-08-29,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-01,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-02,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-03,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-04,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-05,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-08,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-09,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-10,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-11,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-12,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-15,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-16,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-17,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-18,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-19,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-22,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-23,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-24,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-25,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-26,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-29,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-09-30,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-01,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-02,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-03,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-06,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-07,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-08,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-09,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-10,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-13,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-14,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-15,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-16,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-17,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-20,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-21,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-22,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-23,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-24,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-27,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-28,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-29,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-30,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-10-31,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-03,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-04,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-05,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-06,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-07,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-10,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
2025-11-11,SBC,1. Performance de Embarque,Meta Embarque no Prazo,0.99
